hostname,ip,os,ram_gb,department,last_update
lt-86.taylor.com,192.168.187.209,CentOS 7,4,IT,2026-01-29
db-57.trujillo.net,172.16.78.154,Windows Server 2022,8,Operaciones,2024-06-29
lt-59.greer.org,192.168.127.55,Windows Server 2022,4,Operaciones,2025-01-14
email-63.miles-simmons.com,10.26.149.191,CentOS 7,64,IT,2025-05-18
srv-33.hall.com,192.168.43.181,Windows Server 2019,4,Finanzas,2025-01-21
web-93.barron-pace.com,172.21.107.234,CentOS 7,2,IT,2023-12-24
desktop-77.villa.biz,172.27.2.112,Ubuntu 22.04,4,RRHH,2025-02-05
srv-50.pierce.biz,192.168.103.115,CentOS 7,32,Operaciones,2024-03-25
laptop-02.gonzales-lawrence.net,192.168.157.183,Debian 11,4,Marketing,2025-09-13
email-21.perez-nielsen.com,172.27.16.89,Debian 11,16,IT,2026-02-22
db-15.martinez-wilson.info,10.89.161.148,Debian 11,32,RRHH,2023-09-30
desktop-31.singleton.info,10.36.98.219,Ubuntu 22.04,4,Finanzas,2023-12-29
lt-67.boone.com,10.59.127.183,CentOS 7,4,RRHH,2023-06-06
laptop-84.flowers.net,192.168.214.147,Ubuntu 22.04,8,IT,2025-07-26
web-56.martinez.com,192.168.165.244,CentOS 7,16,RRHH,2024-05-11
laptop-10.frost.biz,10.247.180.147,CentOS 7,32,RRHH,2025-01-23
lt-27.hooper.com,10.101.91.168,CentOS 7,16,Finanzas,2024-05-07
srv-18.edwards-pierce.com,10.206.30.80,Debian 11,2,Finanzas,2025-12-20
db-71.carroll.com,172.17.36.6,CentOS 7,2,RRHH,2025-12-26
email-71.fischer-campbell.info,10.162.8.24,Windows Server 2022,32,Seguridad,2023-12-02
srv-68.nelson.com,10.125.161.246,Debian 11,4,Marketing,2025-11-05
srv-38.castillo.com,172.20.56.238,Windows Server 2022,16,Operaciones,2025-03-23
lt-93.morgan.info,192.168.45.231,Ubuntu 22.04,64,Marketing,2023-10-21
email-62.hall-bennett.com,172.27.108.22,Debian 11,4,Operaciones,2026-01-22
desktop-12.parks.com,10.48.114.238,Ubuntu 22.04,16,RRHH,2025-01-03
desktop-44.owens.net,10.181.24.136,Windows Server 2022,2,Finanzas,2026-02-17
desktop-29.stewart.com,10.230.199.40,Windows Server 2019,4,IT,2023-11-09
web-71.young-compton.com,10.60.89.24,Ubuntu 22.04,16,Marketing,2025-07-07
lt-52.johnson.com,192.168.227.206,Debian 11,2,RRHH,2023-09-18
web-34.whitehead.com,192.168.29.77,Debian 11,16,Seguridad,2025-07-21
desktop-69.mathews-gardner.com,172.16.228.51,Debian 11,16,Finanzas,2023-07-11
srv-90.lozano-brown.net,172.21.249.84,CentOS 7,64,Marketing,2026-04-05
db-98.hodges-eaton.net,192.168.153.199,CentOS 7,16,Marketing,2024-08-24
srv-57.preston.net,192.168.32.131,Windows Server 2019,64,Seguridad,2024-11-04
web-83.baker.org,172.22.178.152,CentOS 7,8,IT,2024-09-30
web-59.barnes.org,10.102.91.48,Windows Server 2019,8,Finanzas,2026-02-25
web-51.sanchez-hernandez.com,172.25.172.65,Debian 11,8,Operaciones,2023-05-30
laptop-98.turner.com,192.168.10.48,CentOS 7,8,Marketing,2025-11-29
web-48.garcia.biz,192.168.27.31,Ubuntu 22.04,8,Finanzas,2024-07-03
email-44.black.net,10.78.208.27,Ubuntu 22.04,64,Marketing,2026-03-05
web-09.buchanan.com,172.30.22.240,Debian 11,4,Seguridad,2025-08-06
lt-23.ortiz-smith.com,172.20.125.237,Windows Server 2022,2,Finanzas,2025-11-02
lt-95.morales.com,172.18.183.153,Windows Server 2019,64,Finanzas,2024-04-30
desktop-14.sanchez-williams.net,192.168.172.76,Debian 11,64,Operaciones,2024-11-01
srv-91.chandler.biz,192.168.35.3,Debian 11,32,RRHH,2024-08-31
email-15.melendez.info,192.168.67.90,Ubuntu 22.04,64,Operaciones,2024-08-29
srv-49.atkins.com,10.245.147.20,Ubuntu 22.04,16,Operaciones,2026-04-15
db-19.clark.com,192.168.239.58,Debian 11,16,IT,2023-12-25
srv-47.li-li.org,10.117.72.33,Windows Server 2019,2,Finanzas,2025-09-05
srv-68.berry.org,10.83.234.14,Windows Server 2022,2,Seguridad,2026-02-20
db-72.parsons-clark.com,192.168.85.239,CentOS 7,4,IT,2023-06-05
web-90.robinson.net,172.25.90.97,Windows Server 2022,64,Marketing,2025-12-31
lt-65.jackson.net,192.168.80.155,Windows Server 2019,64,IT,2024-08-30
email-26.jenkins-flores.com,192.168.156.76,Windows Server 2022,4,Seguridad,2023-12-19
email-00.wells-walker.biz,172.29.5.194,Windows Server 2022,64,IT,2024-11-13
laptop-87.escobar-norton.org,172.25.145.57,Windows Server 2022,4,RRHH,2025-05-30
srv-55.santos.info,192.168.108.69,Ubuntu 22.04,16,Seguridad,2024-07-19
laptop-40.wolfe.com,172.20.170.179,Ubuntu 22.04,32,IT,2023-12-04
lt-79.floyd.com,10.53.136.56,CentOS 7,32,IT,2024-01-11
db-03.freeman.biz,172.26.12.48,Windows Server 2019,16,Finanzas,2025-02-14
laptop-95.franklin.com,172.30.49.85,Ubuntu 22.04,32,Marketing,2024-02-02
db-81.scott.com,192.168.47.145,Windows Server 2022,8,Marketing,2025-05-03
web-02.munoz.com,192.168.168.150,Debian 11,2,Marketing,2025-06-25
desktop-81.gonzalez-morris.com,172.26.156.139,Windows Server 2019,4,Seguridad,2026-01-22
lt-16.price.com,172.26.14.8,Debian 11,8,RRHH,2024-10-30
srv-20.heath.info,172.19.216.111,Debian 11,16,Finanzas,2023-06-06
lt-66.harrison.com,10.121.87.119,Debian 11,32,Seguridad,2026-03-24
desktop-42.woods.biz,192.168.78.65,CentOS 7,8,Finanzas,2025-04-02
srv-48.patel.com,192.168.7.74,Windows Server 2019,2,Finanzas,2025-04-06
db-88.turner.com,10.239.146.143,Debian 11,64,Seguridad,2023-11-06
email-80.jones.com,10.27.135.200,Ubuntu 22.04,4,Operaciones,2023-08-04
db-53.gonzalez-fox.com,192.168.157.199,Windows Server 2022,2,IT,2024-08-08
desktop-51.guerrero.com,192.168.158.199,Windows Server 2019,4,Seguridad,2025-08-21
lt-54.ward.com,10.231.231.56,Windows Server 2019,4,Finanzas,2025-04-03
web-99.jacobs-gardner.info,172.16.36.38,CentOS 7,32,Operaciones,2026-03-01
srv-20.garza.com,192.168.3.34,Ubuntu 22.04,16,Operaciones,2024-10-07
srv-77.black-carlson.com,192.168.227.111,Windows Server 2019,2,RRHH,2025-01-05
email-80.jones.info,172.24.64.172,Windows Server 2022,32,Finanzas,2023-11-02
lt-23.montes-james.com,192.168.19.22,Ubuntu 22.04,64,Seguridad,2025-01-21
desktop-55.king.com,172.19.65.184,Windows Server 2022,8,Seguridad,2025-10-03
lt-41.thompson-keller.com,192.168.177.232,Ubuntu 22.04,16,RRHH,2024-03-08
desktop-35.baird.com,10.82.63.208,Windows Server 2022,16,Seguridad,2023-06-03
laptop-78.perez.com,192.168.102.215,CentOS 7,4,Finanzas,2025-12-27
srv-48.parker.net,192.168.2.14,Ubuntu 22.04,4,Marketing,2024-03-29
lt-84.larsen-romero.org,192.168.14.102,Windows Server 2022,16,IT,2023-07-27
lt-36.church.com,172.16.160.153,Ubuntu 22.04,16,IT,2026-03-25
desktop-55.rowland.info,192.168.241.46,Windows Server 2022,2,IT,2024-05-14
db-03.carpenter-burke.com,10.101.244.86,Windows Server 2019,64,Operaciones,2023-08-29
web-34.montgomery-stafford.com,172.17.216.208,Windows Server 2019,8,IT,2024-03-16
email-36.beltran-young.com,172.18.13.132,Debian 11,2,Operaciones,2025-08-24
desktop-25.day.com,10.106.213.43,Windows Server 2019,64,Operaciones,2025-02-05
db-35.wright-brown.biz,10.15.247.204,Debian 11,8,Operaciones,2025-02-20
desktop-17.rodriguez.biz,10.104.156.130,Windows Server 2022,32,Finanzas,2024-06-16
laptop-06.thompson-hill.biz,192.168.186.249,Windows Server 2019,4,Marketing,2025-12-02
lt-88.miles.com,10.161.16.177,CentOS 7,4,IT,2024-10-24
email-90.patterson.info,192.168.253.86,Debian 11,16,Seguridad,2024-11-23
db-29.hamilton.org,10.53.131.211,Windows Server 2019,4,Seguridad,2025-08-28
srv-74.silva.com,10.157.123.0,CentOS 7,16,Finanzas,2025-02-14
lt-99.smith.biz,192.168.162.52,Ubuntu 22.04,4,IT,2025-07-14
srv-16.mitchell.com,192.168.61.25,Windows Server 2022,8,Finanzas,2026-03-24
srv-26.serrano.net,10.224.40.209,Ubuntu 22.04,64,IT,2025-06-30
laptop-02.henry-clements.com,10.8.216.138,Windows Server 2019,8,Marketing,2026-03-17
srv-74.eaton.net,172.26.195.9,CentOS 7,2,IT,2026-02-19
web-37.stout.com,172.28.155.34,Debian 11,64,Seguridad,2025-06-07
desktop-11.preston-fernandez.com,192.168.44.31,Debian 11,2,Seguridad,2025-07-29
srv-62.long.net,172.24.100.202,CentOS 7,4,Finanzas,2024-04-20
laptop-86.lee.com,10.19.37.161,Windows Server 2022,64,Marketing,2025-02-03
lt-03.alexander.info,10.176.17.50,CentOS 7,32,Seguridad,2025-07-24
web-36.berger.com,172.30.120.56,Ubuntu 22.04,64,Finanzas,2023-11-22
web-43.moran.org,192.168.159.182,Windows Server 2019,32,Operaciones,2026-01-02
web-90.taylor.com,10.214.36.252,Windows Server 2022,64,Seguridad,2026-04-05
laptop-12.gibson-carey.com,172.20.235.101,Debian 11,4,RRHH,2025-05-26
lt-88.grant-nelson.net,172.28.205.12,Windows Server 2019,2,Marketing,2025-05-12
desktop-94.vance.com,172.23.49.24,CentOS 7,64,Seguridad,2024-06-24
desktop-15.barnes.net,10.245.91.242,Ubuntu 22.04,64,IT,2024-01-16
srv-39.allen.org,192.168.252.104,Windows Server 2019,4,Finanzas,2023-11-26
srv-02.wilson-burke.com,172.20.195.69,Debian 11,2,Seguridad,2024-06-22
desktop-24.jackson-barry.com,10.37.20.143,Ubuntu 22.04,8,RRHH,2026-05-09
email-28.brennan.biz,192.168.172.119,Debian 11,2,Marketing,2024-02-04
lt-26.brown.biz,10.192.26.219,Windows Server 2019,4,Operaciones,2024-08-20
db-60.olson.com,192.168.68.177,Windows Server 2019,8,Seguridad,2025-08-18
laptop-62.rodriguez.biz,192.168.179.244,Windows Server 2019,8,IT,2024-06-04
db-90.williams.net,10.12.60.9,Debian 11,32,IT,2024-06-13
lt-33.jones-hudson.com,192.168.183.149,Debian 11,8,Marketing,2023-10-29
web-82.macias.org,192.168.197.53,Debian 11,64,Marketing,2023-12-17
laptop-81.casey.com,192.168.19.82,Windows Server 2022,16,Seguridad,2026-05-17
web-10.whitney-burton.info,172.31.83.47,Windows Server 2019,64,Operaciones,2024-12-01
laptop-01.garcia.com,172.16.226.253,Windows Server 2022,2,Finanzas,2024-02-21
desktop-23.simmons-sharp.info,192.168.170.224,Ubuntu 22.04,64,Operaciones,2025-06-06
db-34.fitzgerald.com,192.168.136.69,CentOS 7,32,IT,2024-08-09
web-82.smith-thompson.com,10.118.210.207,Debian 11,32,Finanzas,2023-11-09
desktop-31.yang-nichols.org,172.19.223.85,Debian 11,4,Finanzas,2025-05-08
email-03.little.biz,192.168.230.163,CentOS 7,16,Operaciones,2025-02-24
laptop-74.jacobs.com,10.162.131.125,Windows Server 2019,8,Operaciones,2024-09-05
desktop-92.king.com,192.168.34.24,CentOS 7,32,Seguridad,2025-10-12
web-71.hodge.com,192.168.226.130,Windows Server 2019,8,RRHH,2025-06-30
lt-94.johnson.net,192.168.237.229,Windows Server 2022,4,Seguridad,2024-08-12
email-80.johnson.info,10.181.115.91,Ubuntu 22.04,2,RRHH,2024-07-16
lt-19.herrera.info,10.105.42.116,CentOS 7,64,Finanzas,2026-02-04
srv-04.wong-kim.org,10.227.105.251,Windows Server 2022,16,Marketing,2023-08-27
email-99.brewer.com,172.20.116.213,Debian 11,64,RRHH,2024-01-31
lt-18.evans.com,172.24.92.42,CentOS 7,8,Finanzas,2024-02-09
srv-51.franklin.com,10.143.175.111,Debian 11,32,Finanzas,2024-08-20
web-25.ramirez-lewis.com,10.195.109.251,CentOS 7,16,Seguridad,2025-08-28
lt-40.cannon-davis.com,10.13.143.16,Windows Server 2019,32,Finanzas,2025-03-07
web-07.monroe.com,10.148.37.181,Windows Server 2019,2,Operaciones,2024-03-25
desktop-17.campbell.com,172.19.43.33,Debian 11,16,Operaciones,2023-06-08
laptop-28.huff.com,172.29.204.140,Debian 11,8,Marketing,2025-05-19
laptop-34.cox.com,172.30.222.159,Debian 11,8,Seguridad,2024-01-29
email-99.walton-anderson.com,10.194.111.230,Windows Server 2019,8,RRHH,2025-12-10
srv-89.mcclain.com,172.29.175.6,Windows Server 2019,2,RRHH,2024-12-07
laptop-18.bradford.biz,10.62.208.201,Windows Server 2022,32,RRHH,2024-12-12
laptop-38.foster-hernandez.com,192.168.250.15,Windows Server 2022,8,Marketing,2024-07-12
db-44.warren.com,192.168.49.50,Ubuntu 22.04,64,IT,2025-12-29
lt-10.mack-greer.com,172.24.101.243,Windows Server 2022,64,IT,2023-08-17
db-16.martin-ward.net,192.168.116.219,CentOS 7,4,Finanzas,2025-11-10
lt-39.gutierrez.com,10.194.42.117,CentOS 7,64,Marketing,2023-07-30
srv-18.dominguez-fitzgerald.biz,10.214.172.247,Ubuntu 22.04,2,Marketing,2023-08-12
laptop-95.jones-chavez.com,192.168.60.59,CentOS 7,2,Seguridad,2024-01-24
lt-00.haynes-davis.biz,10.219.115.50,Windows Server 2022,32,Operaciones,2026-04-01
web-71.bautista.com,172.27.197.61,Ubuntu 22.04,2,Seguridad,2024-04-17
db-74.mcdonald.info,10.153.130.47,Windows Server 2022,8,Operaciones,2026-03-27
lt-21.smith-gray.com,10.82.251.148,CentOS 7,8,Operaciones,2026-04-04
email-06.green.info,192.168.52.85,Windows Server 2022,8,Marketing,2026-05-10
lt-68.salinas.com,172.20.10.87,Windows Server 2019,32,Marketing,2025-03-31
srv-63.robinson-mclean.com,192.168.32.83,Windows Server 2019,8,Operaciones,2025-07-14
email-40.powell.net,192.168.174.249,Windows Server 2022,32,RRHH,2024-04-24
email-84.waller.com,172.23.167.116,Ubuntu 22.04,64,Seguridad,2025-07-04
desktop-84.hayes.info,192.168.227.236,Windows Server 2019,2,Finanzas,2025-06-18
email-84.mitchell.com,10.15.112.101,Debian 11,4,RRHH,2024-08-24
laptop-69.higgins.com,192.168.177.249,Windows Server 2019,2,Seguridad,2024-04-02
desktop-38.beck.com,192.168.93.113,CentOS 7,4,IT,2025-02-20
laptop-76.thomas.com,192.168.237.17,Windows Server 2022,16,RRHH,2024-12-10
db-64.underwood.com,192.168.108.110,Debian 11,16,Operaciones,2024-07-07
email-65.silva.org,192.168.132.210,Debian 11,4,Marketing,2025-05-15
desktop-92.underwood.com,192.168.142.134,CentOS 7,16,Seguridad,2024-03-28
srv-05.norris.com,10.25.182.8,Debian 11,4,Marketing,2026-05-20
desktop-95.ryan.info,192.168.138.27,Windows Server 2019,32,Seguridad,2025-05-16
lt-67.jones.com,10.185.235.56,CentOS 7,16,RRHH,2025-01-31
email-89.curtis.com,192.168.248.107,CentOS 7,32,Operaciones,2026-05-19
laptop-07.flores.info,10.89.218.114,Debian 11,16,Marketing,2024-12-30
srv-60.reed.net,172.25.59.99,Debian 11,4,IT,2024-04-04
desktop-96.robinson.com,10.206.246.115,Debian 11,16,Operaciones,2024-03-27
laptop-19.miller-lee.com,192.168.202.227,Windows Server 2022,4,Finanzas,2023-07-14
laptop-13.johnson.com,10.78.230.139,Windows Server 2019,8,Seguridad,2026-02-12
desktop-25.ryan.biz,10.239.195.143,Ubuntu 22.04,64,Finanzas,2025-08-20
db-84.bautista-guzman.com,192.168.150.76,Ubuntu 22.04,2,Seguridad,2024-11-28
db-26.williams-anderson.org,10.79.45.39,Debian 11,8,IT,2024-02-27
laptop-07.russell-wood.biz,192.168.172.12,Debian 11,64,Finanzas,2024-09-29
srv-42.jackson.biz,10.39.109.188,Windows Server 2022,64,Seguridad,2025-06-07
srv-83.rocha.net,172.28.193.114,Debian 11,16,Marketing,2023-08-02
desktop-96.tran-bell.com,192.168.128.175,Debian 11,64,Operaciones,2025-11-14
web-42.foster-davis.com,172.16.212.202,CentOS 7,4,Seguridad,2026-04-25
desktop-23.kennedy.com,192.168.170.147,Windows Server 2019,32,RRHH,2024-03-25
laptop-40.holder-weiss.net,172.28.150.242,Debian 11,4,Finanzas,2025-11-28
email-13.horn-smith.com,192.168.83.173,Windows Server 2019,2,Seguridad,2025-10-11
lt-12.nguyen.com,192.168.116.14,Windows Server 2019,32,Operaciones,2025-01-22
web-67.gilbert.com,172.17.99.141,Windows Server 2019,32,Operaciones,2026-01-03
db-00.wilson.biz,192.168.198.167,Ubuntu 22.04,8,RRHH,2026-02-26
lt-15.wade.biz,172.23.252.17,Windows Server 2019,8,Finanzas,2023-06-20
db-55.hampton.info,172.21.145.147,CentOS 7,16,RRHH,2023-06-29
web-37.adams.com,10.176.199.80,CentOS 7,32,Marketing,2025-04-19
web-23.king.com,10.128.102.15,Windows Server 2019,8,IT,2026-04-25
srv-87.dawson.com,10.63.243.44,Ubuntu 22.04,16,Marketing,2026-02-02
email-04.mills.com,192.168.213.117,Ubuntu 22.04,8,RRHH,2025-12-19
db-54.elliott-rice.com,192.168.193.146,Windows Server 2022,4,Seguridad,2023-08-08
lt-39.cortez-page.com,10.251.246.89,Windows Server 2022,32,Finanzas,2025-06-10
laptop-72.mcdowell.com,192.168.87.242,Windows Server 2022,4,RRHH,2026-03-27
db-40.welch-romero.com,10.156.70.104,Windows Server 2019,16,IT,2024-07-12
srv-84.green.com,172.20.9.161,Ubuntu 22.04,32,Finanzas,2024-08-02
desktop-49.savage-jackson.com,172.26.210.115,Ubuntu 22.04,8,Seguridad,2023-07-28
db-00.gibson-vaughn.com,10.99.160.122,Debian 11,64,RRHH,2025-09-29
web-62.mitchell.com,192.168.215.232,Windows Server 2022,4,Marketing,2024-01-24
laptop-84.johnson-hamilton.com,172.25.128.180,CentOS 7,16,RRHH,2023-06-25
laptop-91.lewis.biz,10.228.105.252,Ubuntu 22.04,32,IT,2025-03-28
lt-68.robinson.com,172.26.6.89,Windows Server 2022,4,Operaciones,2024-02-10
db-81.gonzalez.com,10.113.47.36,Windows Server 2019,2,Seguridad,2024-03-03
desktop-50.nelson.com,192.168.63.67,CentOS 7,16,Operaciones,2025-05-23
lt-42.moore-harrison.com,192.168.96.29,CentOS 7,2,IT,2026-02-12
lt-99.brewer-mcbride.net,192.168.191.37,Windows Server 2019,8,RRHH,2024-04-30
laptop-74.rodriguez-burns.com,192.168.101.122,Debian 11,32,Marketing,2025-12-06
db-48.branch.com,192.168.194.16,Ubuntu 22.04,2,Seguridad,2024-03-24
email-37.gutierrez.com,10.72.128.132,CentOS 7,2,Finanzas,2025-03-25
laptop-09.johnson.com,172.24.89.163,Ubuntu 22.04,2,Marketing,2025-06-21
srv-79.webb-martinez.com,10.19.230.114,Windows Server 2022,16,IT,2025-03-27
db-84.washington.com,192.168.33.197,Debian 11,2,Operaciones,2025-02-18
laptop-86.tucker.com,192.168.194.100,CentOS 7,32,Seguridad,2023-10-16
db-13.kelly-bell.info,10.234.197.148,Windows Server 2022,16,IT,2025-03-31
lt-84.deleon.com,10.29.222.158,CentOS 7,4,Operaciones,2024-11-06
lt-82.shields.info,172.28.156.163,Ubuntu 22.04,16,Operaciones,2024-06-25
db-07.white.net,10.149.98.71,CentOS 7,2,Seguridad,2025-12-25
lt-18.buck.com,192.168.160.160,Debian 11,16,RRHH,2023-11-08
email-93.knight.com,192.168.132.189,Ubuntu 22.04,2,IT,2026-03-07
email-22.taylor-miller.com,172.20.46.45,Debian 11,32,Seguridad,2025-03-03
email-15.brown.com,172.17.196.184,Debian 11,8,IT,2023-06-21
email-29.black.com,172.17.172.166,Debian 11,4,RRHH,2025-11-07
laptop-25.snow.net,172.29.142.152,Windows Server 2019,2,Seguridad,2025-08-02
desktop-26.morgan-harris.org,192.168.95.215,CentOS 7,4,Marketing,2025-05-17
lt-31.castillo.com,192.168.86.173,Windows Server 2022,16,Marketing,2025-03-09
web-23.davis.org,10.183.175.190,Debian 11,4,Seguridad,2024-08-03
lt-16.smith.com,172.25.66.189,Windows Server 2022,64,IT,2024-07-05
lt-13.hernandez.com,172.26.68.215,Windows Server 2022,8,Finanzas,2025-06-14
laptop-15.schmidt-chung.com,10.157.114.90,Windows Server 2022,8,RRHH,2026-02-17
db-62.duke.com,172.24.146.204,Windows Server 2022,16,RRHH,2024-07-11
desktop-06.frost.com,172.24.223.209,Debian 11,64,Finanzas,2024-11-20
laptop-38.cobb-alexander.com,192.168.105.199,CentOS 7,8,Finanzas,2023-10-30
email-10.lee.org,10.50.223.2,CentOS 7,32,Operaciones,2024-05-09
laptop-54.boyle-thomas.org,192.168.79.1,Windows Server 2022,32,Finanzas,2025-08-20
srv-26.manning-morris.org,172.30.107.190,Debian 11,4,Operaciones,2023-12-06
srv-58.allen-valenzuela.com,10.187.118.242,Windows Server 2019,4,Marketing,2023-07-10
web-28.holt-taylor.biz,10.218.79.160,Windows Server 2022,4,Seguridad,2026-01-31
desktop-86.cruz.com,172.31.40.114,CentOS 7,2,Marketing,2025-06-15
email-38.brown-kennedy.com,172.18.71.137,Ubuntu 22.04,16,Finanzas,2026-04-09
web-63.porter-brown.com,172.19.219.28,Ubuntu 22.04,2,Finanzas,2025-08-03
srv-37.miller-stephens.com,172.21.50.153,Ubuntu 22.04,4,Seguridad,2026-03-09
web-60.rhodes.com,172.26.222.165,Windows Server 2019,4,Marketing,2024-11-15
lt-25.williams-martinez.biz,192.168.131.18,CentOS 7,64,Operaciones,2024-08-10
db-86.stein.com,172.28.90.5,Windows Server 2022,8,Operaciones,2024-08-01
web-00.vasquez.com,10.146.154.127,Windows Server 2022,2,Operaciones,2026-03-04
web-26.austin-mason.net,10.14.91.122,Windows Server 2019,4,Marketing,2024-07-21
web-54.thompson-cortez.biz,10.2.75.68,Ubuntu 22.04,64,Seguridad,2025-09-14
laptop-73.james-jones.biz,172.20.30.74,Debian 11,4,Seguridad,2023-08-03
lt-92.thompson.com,10.188.212.232,Windows Server 2022,2,Operaciones,2024-02-20
web-29.williams-hodges.net,10.43.83.217,Windows Server 2022,4,Marketing,2025-10-15
laptop-66.hunter-robinson.com,172.27.190.60,Ubuntu 22.04,2,Marketing,2025-06-16
desktop-56.wright.com,172.24.23.215,Windows Server 2022,16,Seguridad,2023-09-01
laptop-24.norman.org,192.168.207.32,Ubuntu 22.04,64,Operaciones,2024-02-07
email-96.campbell.com,172.24.219.175,Windows Server 2022,4,IT,2025-12-06
laptop-07.brown-davis.org,10.198.230.96,CentOS 7,16,Operaciones,2024-03-11
laptop-38.smith.com,172.23.94.229,Windows Server 2022,4,Marketing,2025-03-07
laptop-03.everett.com,172.29.40.199,CentOS 7,16,Marketing,2025-06-09
desktop-55.snyder-summers.com,192.168.129.239,Ubuntu 22.04,2,IT,2024-01-09
web-35.tran.info,172.30.100.222,Debian 11,8,Marketing,2023-05-30
email-07.williams.info,192.168.89.151,Windows Server 2019,32,Operaciones,2025-05-16
laptop-22.smith.com,172.24.186.253,Ubuntu 22.04,16,Operaciones,2026-03-30
srv-53.rodriguez-bentley.com,10.19.119.27,Ubuntu 22.04,4,Seguridad,2024-07-18
laptop-34.guzman.com,172.18.29.211,Ubuntu 22.04,4,Finanzas,2025-11-03
email-08.hughes.com,172.30.190.151,Windows Server 2019,64,Marketing,2023-12-26
email-07.pittman-hurst.com,10.69.90.58,Ubuntu 22.04,32,RRHH,2025-06-03
web-20.floyd.net,172.27.13.48,Ubuntu 22.04,64,Operaciones,2023-06-22
srv-99.robinson-valenzuela.info,10.73.225.17,CentOS 7,16,RRHH,2024-06-26
web-00.watson.info,192.168.225.147,Windows Server 2019,8,Marketing,2025-11-19
email-40.bell.net,192.168.247.28,Ubuntu 22.04,16,Seguridad,2025-01-30
desktop-96.rogers.com,192.168.128.38,Windows Server 2022,32,Marketing,2025-05-22
desktop-69.torres.com,10.99.49.99,Ubuntu 22.04,2,Marketing,2024-08-03
web-30.hansen.com,192.168.68.128,CentOS 7,8,RRHH,2023-09-09
desktop-94.kelley.biz,10.247.17.130,Windows Server 2019,32,Operaciones,2024-12-15
desktop-77.johnson.com,10.36.96.26,Windows Server 2019,8,Operaciones,2025-02-08
srv-11.cruz.com,172.30.6.1,Debian 11,8,Operaciones,2026-05-22
srv-12.hoffman.com,10.13.255.70,Ubuntu 22.04,16,Marketing,2024-06-22
srv-25.walker-mckee.com,172.31.11.128,Debian 11,8,IT,2024-11-11
srv-18.williams.net,192.168.103.58,Windows Server 2019,4,Marketing,2026-05-09
laptop-13.hanson-williams.info,10.77.184.22,CentOS 7,64,IT,2023-11-26
laptop-40.hays-carney.com,192.168.209.214,Windows Server 2022,64,Seguridad,2025-03-19
srv-24.roberts-wu.com,10.29.176.204,CentOS 7,32,Seguridad,2024-06-06
srv-80.olson.info,10.24.147.40,Debian 11,32,RRHH,2025-11-09
db-51.patel-anderson.com,172.22.174.180,CentOS 7,8,RRHH,2024-07-05
srv-68.mejia.com,10.165.169.153,Ubuntu 22.04,64,Operaciones,2025-07-03
email-50.sanchez-cannon.com,10.92.36.3,CentOS 7,2,RRHH,2025-01-31
laptop-98.nelson-fields.info,10.29.95.184,Windows Server 2022,64,Finanzas,2025-03-15
srv-03.schmidt.com,172.22.191.212,Debian 11,8,RRHH,2023-08-31
db-01.clark-brooks.com,192.168.45.162,Debian 11,32,RRHH,2024-04-18
srv-02.sellers.biz,172.30.69.78,Windows Server 2022,4,RRHH,2026-01-21
srv-79.butler.org,10.245.140.223,Windows Server 2019,16,Seguridad,2023-06-14
laptop-38.beasley-cooke.com,10.145.77.8,Debian 11,16,Operaciones,2025-07-15
web-42.thomas.com,10.16.197.246,Windows Server 2019,4,Seguridad,2025-01-04
db-00.watson-rodriguez.com,172.22.81.171,Windows Server 2019,64,Marketing,2025-06-07
email-22.baker.com,10.14.122.177,Ubuntu 22.04,16,Operaciones,2025-11-19
desktop-37.jones-charles.com,192.168.83.240,Windows Server 2019,8,RRHH,2024-02-15
email-51.young.info,10.143.145.197,Windows Server 2019,4,IT,2024-04-03
web-18.ray.com,10.172.181.234,Windows Server 2019,32,Marketing,2024-09-14
email-20.trevino.com,172.27.33.117,Ubuntu 22.04,4,Finanzas,2025-06-16
desktop-50.hansen.com,172.27.165.176,Debian 11,4,Operaciones,2024-05-01
web-34.ramirez-jones.com,192.168.160.182,CentOS 7,32,Marketing,2025-08-14
email-98.baker.com,172.24.227.27,Ubuntu 22.04,2,Finanzas,2026-01-03
email-21.white.info,10.223.237.11,Debian 11,2,RRHH,2025-05-24
web-98.scott-brady.com,172.31.181.44,Windows Server 2019,32,Operaciones,2025-11-12
desktop-45.wong.com,172.22.170.169,Ubuntu 22.04,2,Marketing,2024-02-09
email-29.burton-johnson.com,172.16.142.66,Debian 11,16,Finanzas,2025-11-08
desktop-29.delacruz-chapman.biz,10.139.15.30,CentOS 7,16,Finanzas,2024-04-22
web-51.martin-martin.com,192.168.224.61,CentOS 7,4,Marketing,2024-08-20
email-20.johnson-cowan.net,10.228.175.235,Windows Server 2019,64,RRHH,2025-01-30
srv-34.lane-newman.org,10.77.135.238,Ubuntu 22.04,32,Finanzas,2024-11-11
lt-52.becker.biz,10.224.41.93,Windows Server 2022,8,Marketing,2026-02-22
laptop-15.johnson-romero.com,172.19.152.24,Ubuntu 22.04,64,Operaciones,2025-04-29
lt-04.hernandez-blackwell.com,192.168.213.190,Debian 11,2,RRHH,2023-12-17
email-41.rowland-sanford.net,172.26.184.105,Windows Server 2022,8,Seguridad,2025-01-04
email-33.davis-olson.com,192.168.134.63,Windows Server 2022,4,Finanzas,2025-01-18
